the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc,mean_lat,mean_long,location
"MULTIPOLYGON (((144.989744133807 -37.811018445263, 144.989809259736 -37.811025519274, 144.989806150438 -37.811043540259, 144.989741023334 -37.811036467128, 144.989744133807 -37.811018445263)))",15554N,,15563,20201223122254.0,21573.0,Albert Street between Hoddle Street and Simpson Street,-37.8110284834374,144.9897689402244,"(-37.8110284834374, 144.9897689402244)"
"MULTIPOLYGON (((144.953513780543 -37.817365752686, 144.953491239649 -37.817372352214, 144.953467808729 -37.817321347641, 144.953490278614 -37.817314768511, 144.953513780543 -37.817365752686)))",1534E,,22712,20210208154140.0,20073.0,Spencer Street between Little Collins Street and Bourke Street,-37.81734799474761,144.95349537761558,"(-37.81734799474761, 144.95349537761558)"
"MULTIPOLYGON (((144.952199240902 -37.805703104972, 144.952195078081 -37.805726296424, 144.952134370903 -37.805719436226, 144.95213858357 -37.80569625015, 144.952199240902 -37.805703104972)))",C6068,,12236,20201208141121.0,22661.0,Chetwynd Street between Stanley Street and Victoria Street,-37.8057096385488,144.95217330287159,"(-37.8057096385488, 144.95217330287159)"
"MULTIPOLYGON (((144.975486647481 -37.810984061312, 144.975477737207 -37.811040833728, 144.975450723407 -37.811038165892, 144.975457103839 -37.810997327868, 144.975459975819 -37.810981427298, 144.975486647481 -37.810984061312)))",11797W,,15291,20201208141435.0,21852.0,Parliament Place between St Andrews Place and Gisborne Street,-37.811004312901666,144.97546980587234,"(-37.811004312901666, 144.97546980587234)"
"MULTIPOLYGON (((144.986220070602 -37.831204697956, 144.986209491852 -37.831255658788, 144.98618676309 -37.831252690843, 144.986197341856 -37.831201730014, 144.986220070602 -37.831204697956)))",20356E,,16139,20201223122254.0,22287.0,Walsh Street between Acland Street and Clowes Street,-37.8312238951114,144.98620674760042,"(-37.8312238951114, 144.98620674760042)"
"MULTIPOLYGON (((144.961303883329 -37.807821612651, 144.961241135375 -37.807840041247, 144.961231749073 -37.807820288963, 144.961295233832 -37.807801831674, 144.961303883329 -37.807821612651)))",6540N,,9417,20210413110910.0,21633.0,Franklin Street between Swanston Street and Elizabeth Street,-37.8078210774372,144.9612751769876,"(-37.8078210774372, 144.9612751769876)"
"MULTIPOLYGON (((144.945002064231 -37.819407955321, 144.944939115016 -37.819426177762, 144.944930676716 -37.819407825893, 144.944993611956 -37.819389574374, 144.945002064231 -37.819407955321)))",13232N,,22016,20201208142202.0,22801.0,Bourke Street between Harbour Esplanade and Enterprize Way,-37.8194078977342,144.94497350643002,"(-37.8194078977342, 144.94497350643002)"
"MULTIPOLYGON (((144.957857477198 -37.804072788804, 144.957728873582 -37.804058743187, 144.957731908515 -37.804041340935, 144.95786050815 -37.804055406305, 144.957857477198 -37.804072788804)))",20923,,17583,20201208141712.0,20923.0,Queensberry Street between Elizabeth Street and O'Connell Street,-37.804060213607,144.95780724892862,"(-37.804060213607, 144.95780724892862)"
"MULTIPOLYGON (((144.953452832452 -37.806469219015, 144.95344321107 -37.806522734823, 144.953415165399 -37.80651956099, 144.953417226894 -37.806507837379, 144.953424727766 -37.806466044158, 144.953452832452 -37.806469219015)))",5835W,,14237,20201208141326.0,21382.0,Howard Street between Rosslyn Street and William Street,-37.80649243589667,144.95343433267217,"(-37.80649243589667, 144.95343433267217)"
"MULTIPOLYGON (((144.948742924089 -37.80496754915, 144.948736411083 -37.805004584836, 144.94870830325 -37.805001428631, 144.948714808237 -37.804964436965, 144.948742924089 -37.80496754915)))",7622N,,11009,20201208141000.0,20994.0,Victoria Street between Errol Street and Curzon Street,-37.8049811097464,144.9487290741496,"(-37.8049811097464, 144.9487290741496)"
"MULTIPOLYGON (((144.986001457729 -37.832257856589, 144.985989806472 -37.832313982611, 144.985969415417 -37.832311319558, 144.985981065553 -37.832255193519, 144.986001457729 -37.832257856589)))",20322E,,16152,20201223122254.0,22287.0,Walsh Street between Acland Street and Clowes Street,-37.8322792417732,144.98598864058002,"(-37.8322792417732, 144.98598864058002)"
"MULTIPOLYGON (((144.952454972518 -37.803894751599, 144.952515464124 -37.8039016331, 144.95251148609 -37.803923652652, 144.952450892839 -37.803917325406, 144.952454972518 -37.803894751599)))",C6162,,19845,20201208141934.0,20964.0,Chetwynd Street between Victoria Street and Queensberry Street,-37.80390642287121,144.95247755761778,"(-37.80390642287121, 144.95247755761778)"
"MULTIPOLYGON (((144.986992020101 -37.831667855311, 144.986981177326 -37.83172160715, 144.986956900516 -37.83171852637, 144.986967743307 -37.831664774534, 144.986992020101 -37.831667855311)))",20467W,,16123,20201223122254.0,22290.0,Airlie Street between Clowes Street and The Righi,-37.8316881237352,144.98697797227018,"(-37.8316881237352, 144.98697797227018)"
"MULTIPOLYGON (((144.959018085118 -37.812150817424, 144.958948689839 -37.81217078047, 144.958941968691 -37.812156136117, 144.959011377924 -37.812136202154, 144.959018085118 -37.812150817424)))",3463S,,10015,20201208140846.0,20044.0,Little Lonsdale Street between Queen Street and William Street,-37.812152950717795,144.95898764133798,"(-37.812152950717795, 144.95898764133798)"
"MULTIPOLYGON (((144.95636129787 -37.813902045708, 144.956295363284 -37.813920871362, 144.956287146724 -37.813902758421, 144.956353094126 -37.813883961832, 144.95636129787 -37.813902045708)))",3182N,,22838,20210630153458.0,20013.0,Lonsdale Street between William Street and King Street,-37.813902336606205,144.9563316399748,"(-37.813902336606205, 144.9563316399748)"
"MULTIPOLYGON (((144.953990448474 -37.804116020112, 144.953930462751 -37.804109233768, 144.953934881336 -37.804084447098, 144.95399486704 -37.80409123344, 144.953990448474 -37.804116020112)))",C5940,,12203,20201208141119.0,20956.0,Howard Street between Victoria Street and Queensberry Street,-37.804103390906,144.95396822161499,"(-37.804103390906, 144.95396822161499)"
"MULTIPOLYGON (((144.945793973272 -37.796056591252, 144.945766494882 -37.7960535517, 144.945776000012 -37.795999819977, 144.945803392238 -37.796002853519, 144.945793973272 -37.796056591252)))",17002E,,17954,20201208141739.0,21229.0,Carroll Street between Canning Street and Erskine Street,-37.79603388154,144.94578676673518,"(-37.79603388154, 144.94578676673518)"
"MULTIPOLYGON (((144.983844035078 -37.809408269401, 144.983836252192 -37.809454448653, 144.983809212753 -37.809451730032, 144.983817013305 -37.809405444746, 144.983844035078 -37.809408269401)))",12066Ea,,20332,20201208142010.0,21588.0,Clarendon Street between Albert Street and Victoria Parade,-37.809425632446604,144.98383010968118,"(-37.809425632446604, 144.98383010968118)"
"MULTIPOLYGON (((144.951466604112 -37.81086168528, 144.951458525385 -37.810843406791, 144.951533402425 -37.810822196277, 144.951541469692 -37.810840479068, 144.951466604112 -37.81086168528)))",11605S,,10114,20201208140852.0,21516.0,Batman Street between Spencer Street and King Street,-37.8108458905392,144.9514933211452,"(-37.8108458905392, 144.9514933211452)"
"MULTIPOLYGON (((144.969560086733 -37.816211897853, 144.969584031149 -37.816263876972, 144.969558430685 -37.81627129918, 144.96953448515 -37.816219320037, 144.969560086733 -37.816211897853)))",643W,,15881,20201208141522.0,20146.0,Russell Street between Flinders Street and Flinders Lane,-37.816235658379,144.96955942409,"(-37.816235658379, 144.96955942409)"
"MULTIPOLYGON (((144.971915742 -37.809160335223, 144.971896037514 -37.809165917488, 144.97187317332 -37.809116444648, 144.971892962504 -37.809110962976, 144.971915742 -37.809160335223)))",D9W,,8467,20201208140718.0,21848.0,Spring Street between Lonsdale Street and Little Lonsdale Street,-37.8091427991116,144.97189873146758,"(-37.8091427991116, 144.97189873146758)"
"MULTIPOLYGON (((144.981168702849 -37.816726613628, 144.981100123653 -37.816767792239, 144.981061907932 -37.816763619681, 144.981130580688 -37.81672238502, 144.981168702849 -37.816726613628)))",15197S,,14425,20201208141341.0,21989.0,Wellington Parade South between Charles Street and Agnes Street,-37.8167414048392,144.9811260035942,"(-37.8167414048392, 144.9811260035942)"
"MULTIPOLYGON (((144.955486748655 -37.804151113859, 144.955482259521 -37.804176088614, 144.955420931936 -37.804169148158, 144.95542541993 -37.804144174287, 144.955486748655 -37.804151113859)))",C5784,,23265,20210329125741.0,20945.0,Capel Street between Victoria Street and Queensberry Street,-37.804158327755395,144.95546042173942,"(-37.804158327755395, 144.95546042173942)"
"MULTIPOLYGON (((144.944033641068 -37.803070195067, 144.944026259906 -37.803111346304, 144.944000582578 -37.803107897985, 144.944008021534 -37.803067243404, 144.944033641068 -37.803070195067)))",10328E,,1854,20201223122240.0,21025.0,Little Dryburgh Street South from Lothian Street,-37.8030853755654,144.9440204292308,"(-37.8030853755654, 144.9440204292308)"
"MULTIPOLYGON (((144.970945496331 -37.825400629434, 144.970924955984 -37.825346227447, 144.970951182641 -37.82534031984, 144.970971764308 -37.825394831576, 144.970945496331 -37.825400629434)))",C7830,,20527,20201208142023.0,22700.0,St Kilda Road between Grant Street and Wadey Street,-37.8253765275462,144.97094777911903,"(-37.8253765275462, 144.97094777911903)"
"MULTIPOLYGON (((144.953914122356 -37.80454674829, 144.953853648948 -37.804540088606, 144.953858013197 -37.804515667776, 144.953918406944 -37.804522455844, 144.953914122356 -37.80454674829)))",C5910,,12190,20201208141118.0,20956.0,Howard Street between Victoria Street and Queensberry Street,-37.8045343417612,144.9538916627602,"(-37.8045343417612, 144.9538916627602)"
"MULTIPOLYGON (((144.959089771032 -37.80476332936, 144.959113088825 -37.804814122775, 144.959092397403 -37.804820123767, 144.959069005211 -37.804769351589, 144.959089771032 -37.80476332936)))",4694Ea,,10872,20201208140950.0,21113.0,Elizabeth Street between Victoria Street and Queensberry Street,-37.80478605137021,144.95909080670063,"(-37.80478605137021, 144.95909080670063)"
"MULTIPOLYGON (((144.954012513003 -37.803992246667, 144.953952519372 -37.803985503454, 144.95395695284 -37.803960629628, 144.954016967747 -37.80396725966, 144.954012513003 -37.803992246667)))",C5950,,12207,20201208141119.0,20956.0,Howard Street between Victoria Street and Queensberry Street,-37.8039795772152,144.953990293193,"(-37.8039795772152, 144.953990293193)"
"MULTIPOLYGON (((144.959496740938 -37.809717967642, 144.95943287475 -37.809736505636, 144.959424629371 -37.809718601473, 144.959488624259 -37.809700050393, 144.959496740938 -37.809717967642)))",6011S,,9312,20201208140808.0,21649.0,A'Beckett Street between Elizabeth Street and Queen Street,-37.8097182185572,144.95946792205118,"(-37.8097182185572, 144.95946792205118)"
"MULTIPOLYGON (((144.954299128993 -37.807071619649, 144.95424036146 -37.807088348246, 144.954230214086 -37.807066035479, 144.954289004259 -37.807049309082, 144.954299128993 -37.807071619649)))",C5510,,12318,20201208141125.0,21385.0,William Street between Capel Street and Rosslyn Street,-37.807069386421,144.95427156755818,"(-37.807069386421, 144.95427156755818)"
"MULTIPOLYGON (((144.978811752946 -37.818051325722, 144.978819210211 -37.818005121493, 144.978842281559 -37.818007322587, 144.978843239248 -37.818007446266, 144.978835271863 -37.818053569646, 144.978811752946 -37.818051325722)))",15100E,,4695,20201223122246.0,21972.0,Jolimont Road between Brunton Avenue and Wellington Parade South,-37.818029351906,144.97882725146215,"(-37.818029351906, 144.97882725146215)"
"MULTIPOLYGON (((144.945392224761 -37.820264511494, 144.945408911929 -37.820326168032, 144.945382217371 -37.820330549612, 144.945365529289 -37.820268885845, 144.945392224761 -37.820264511494)))",13653W,GPW2,20985,20201208142056.0,23032.0,Geographe Street between Bourke Street and Keera Way,-37.820290925295396,144.9453882216222,"(-37.820290925295396, 144.9453882216222)"
"MULTIPOLYGON (((144.954605775133 -37.820293446716, 144.954582913439 -37.820300032757, 144.954558858511 -37.820247500888, 144.954581724783 -37.820240913128, 144.954605775133 -37.820293446716)))",1499W,,8636,20201208140729.0,20067.0,Spencer Street between Flinders Street and Flinders Lane,-37.820275068041,144.9545870093998,"(-37.820275068041, 144.9545870093998)"
"MULTIPOLYGON (((144.958612301288 -37.810664664799, 144.958589245362 -37.810671331207, 144.958565930839 -37.810620536871, 144.958589081804 -37.810613842376, 144.958612301288 -37.810664664799)))",4831W,,8726,20201208140734.0,21523.0,Queen Street between La Trobe Street and A'Beckett Street,-37.8106470080104,144.95859377211622,"(-37.8106470080104, 144.95859377211622)"
"MULTIPOLYGON (((144.972962010448 -37.810168699038, 144.972935985856 -37.810167131775, 144.972941966665 -37.810109553949, 144.972969256779 -37.810111530502, 144.972962010448 -37.810168699038)))",11716E,,14484,20201208141347.0,21553.0,Nicholson Street between Spring Street and Albert Street,-37.8101451228604,144.9729542460392,"(-37.8101451228604, 144.9729542460392)"
"MULTIPOLYGON (((144.94073384688 -37.813188776578, 144.940709285505 -37.813198150886, 144.940677149521 -37.813145930026, 144.940701710907 -37.813136554823, 144.94073384688 -37.813188776578)))",13787W,STMW3,22762,20210215155431.0,23267.0,Saint Mangos Lane North from Docklands Drive,-37.813171637778204,144.9407111679386,"(-37.813171637778204, 144.9407111679386)"
"MULTIPOLYGON (((144.967665038368 -37.810612479471, 144.967606489495 -37.810629727679, 144.96759810623 -37.81061163965, 144.967656601086 -37.810594455398, 144.967665038368 -37.810612479471)))",2892N,,21710,20201208142141.0,20003.0,Lonsdale Street between Exhibition Street and Russell Street,-37.8106121563338,144.96763825470944,"(-37.8106121563338, 144.96763825470944)"
"MULTIPOLYGON (((144.986001457729 -37.832257856589, 144.985981065553 -37.832255193519, 144.98599271683 -37.832199066597, 144.986013107856 -37.832201729646, 144.986001457729 -37.832257856589)))",20324E,,16151,20201223122254.0,22287.0,Walsh Street between Acland Street and Clowes Street,-37.832234340588,144.9859979611394,"(-37.832234340588, 144.9859979611394)"
"MULTIPOLYGON (((144.9572330476 -37.804837326887, 144.957237538491 -37.804811897898, 144.957291523256 -37.804817870144, 144.957287031248 -37.804843299115, 144.9572330476 -37.804837326887)))",5259W,,23690,20210616094127.0,20939.0,Cobden Street between Princess Street and Queensberry Street,-37.8048295441862,144.957256437639,"(-37.8048295441862, 144.957256437639)"
"MULTIPOLYGON (((144.958765737315 -37.807378104743, 144.958731303626 -37.807438677876, 144.958690735303 -37.807450289192, 144.958723884057 -37.80739014078, 144.958765737315 -37.807378104743)))",C7026,,17168,20201208141644.0,21629.0,Therry Street between Elizabeth Street and Queen Street,-37.807407063466805,144.9587354795232,"(-37.807407063466805, 144.9587354795232)"
"MULTIPOLYGON (((144.958391996403 -37.813515083324, 144.958327969798 -37.813533582739, 144.958319732306 -37.813515676841, 144.958383741674 -37.813497142887, 144.958391996403 -37.813515083324)))",3091S,,8582,20201208140726.0,20011.0,Lonsdale Street between Queen Street and William Street,-37.813515313823004,144.95836308731683,"(-37.813515313823004, 144.95836308731683)"
"MULTIPOLYGON (((144.981066271562 -37.809723799224, 144.9811271767 -37.809730083809, 144.981123305753 -37.809753306609, 144.981062466276 -37.809747029456, 144.981066271562 -37.809723799224)))",12084E,,23598,20210426122440.0,20897.0,Eades Street between Victoria Parade and Albert Street,-37.8097356036644,144.9810890983706,"(-37.8097356036644, 144.9810890983706)"
"MULTIPOLYGON (((144.985755604608 -37.830697425703, 144.985822582612 -37.830705616994, 144.985818426857 -37.830726990298, 144.985751448835 -37.830718799005, 144.985755604608 -37.830697425703)))",20239S,,16067,20201223122254.0,22268.0,Clowes Street between Anderson Street and Walsh Street,-37.8307092515406,144.985780733504,"(-37.8307092515406, 144.985780733504)"
"MULTIPOLYGON (((144.966904094686 -37.810121094364, 144.966846467124 -37.810137891295, 144.966835688846 -37.810114615239, 144.96689333463 -37.810097857377, 144.966904094686 -37.810121094364)))",C890,,9061,20201208140754.0,20152.0,Russell Street between Lonsdale Street and Little Lonsdale Street,-37.8101185105278,144.9668767359944,"(-37.8101185105278, 144.9668767359944)"
"MULTIPOLYGON (((144.957176746968 -37.82058580611, 144.957110745083 -37.82060414163, 144.95710356032 -37.820587800341, 144.957169592892 -37.820569505009, 144.957176746968 -37.82058580611)))",1693S,,8865,20201208140742.0,20224.0,Flinders Street between King Street and Spencer Street,-37.82058661184,144.9571474784462,"(-37.82058661184, 144.9571474784462)"
"MULTIPOLYGON (((144.963229378708 -37.818595827083, 144.963165414191 -37.818614468936, 144.96315701438 -37.818596331664, 144.963220974638 -37.818577678927, 144.963229378708 -37.818595827083)))",1664N,,21242,20201208142113.0,20216.0,Flinders Street between Elizabeth Street and Queen Street,-37.818596026738604,144.963200432125,"(-37.818596026738604, 144.963200432125)"
"MULTIPOLYGON (((144.955094494449 -37.806361138835, 144.955033590644 -37.806354336188, 144.955038131732 -37.806328930701, 144.955099027363 -37.806335781866, 144.955094494449 -37.806361138835)))",C5680,,12007,20201208141109.0,21392.0,Capel Street between William Street and Victoria Street,-37.806348265285,144.9550719477274,"(-37.806348265285, 144.9550719477274)"
"MULTIPOLYGON (((144.947219665203 -37.820041804424, 144.947187447753 -37.819967984577, 144.947219549766 -37.819958922448, 144.947242843314 -37.820012295895, 144.947233575102 -37.820014895502, 144.947231309354 -37.820015944804, 144.947229233229 -37.820017219298, 144.94722730628 -37.820018633292, 144.94722554314 -37.820020176048, 144.947223957197 -37.820021835852, 144.947222560494 -37.820023600099, 144.947221363636 -37.820025455393, 144.947220375713 -37.820027387646, 144.947219604225 -37.820029382185, 144.947219055031 -37.820031423865, 144.947218732302 -37.820033497182, 144.947218638487 -37.820035586393, 144.9472187743 -37.820037675634, 144.947219138709 -37.820039749039, 144.947219665203 -37.820041804424)))",13306E,HRE19,21023,20201208142058.0,22448.0,Harbour Esplanade between Collins Street and Bourke Street,-37.82002076370001,144.9472219169219,"(-37.82002076370001, 144.9472219169219)"
"MULTIPOLYGON (((144.954856061484 -37.805837782931, 144.954852319068 -37.805858610794, 144.954851035023 -37.805858466834, 144.954784860861 -37.805851027318, 144.954788604605 -37.805830193173, 144.954856061484 -37.805837782931)))",7573S,,11855,20201208141059.0,20951.0,Victoria Street between Capel Street and Howard Street,-37.80584564399683,144.95483149042084,"(-37.80584564399683, 144.95483149042084)"
"MULTIPOLYGON (((144.944709845738 -37.821370433129, 144.944715813431 -37.821351800128, 144.944775274133 -37.821363564724, 144.944770048241 -37.821381749277, 144.944709845738 -37.821370433129)))",13090N,,22678,20210121104632.0,22956.0,Collins Street between Navigation Drive and Merchant Street,-37.8213675960774,144.9447361654562,"(-37.8213675960774, 144.9447361654562)"
"MULTIPOLYGON (((144.968667241224 -37.809311364913, 144.968611870972 -37.80932764834, 144.968603583773 -37.809309573751, 144.968659078406 -37.809293559221, 144.968667241224 -37.809311364913)))",3357S,,17532,20201208141708.0,20036.0,Little Lonsdale Street between Exhibition Street and Russell Street,-37.809310702227606,144.96864180311982,"(-37.809310702227606, 144.96864180311982)"
"MULTIPOLYGON (((144.969947561295 -37.81219197956, 144.969876217781 -37.812212961766, 144.969868095727 -37.812195554281, 144.96993944784 -37.81217458935, 144.969947561295 -37.81219197956)))",2374N,,9232,20201208140804.0,20078.0,Bourke Street between Exhibition Street and Russell Street,-37.8121934129034,144.9699157767876,"(-37.8121934129034, 144.9699157767876)"
"MULTIPOLYGON (((144.951345885723 -37.810760108895, 144.951372893156 -37.810752530382, 144.951395224369 -37.810803626193, 144.95136821793 -37.810811209234, 144.951345885723 -37.810760108895)))",C8070,,10121,20201208140853.0,21516.0,Batman Street between Spencer Street and King Street,-37.8107775167198,144.95136562138018,"(-37.8107775167198, 144.95136562138018)"
"MULTIPOLYGON (((144.986233559959 -37.831027970014, 144.98624451927 -37.830975170977, 144.986267101912 -37.830978119289, 144.986256142617 -37.831030918327, 144.986233559959 -37.831027970014)))",20364E,,16134,20201223122254.0,22287.0,Walsh Street between Acland Street and Clowes Street,-37.8310080297242,144.98624697674342,"(-37.8310080297242, 144.98624697674342)"
"MULTIPOLYGON (((144.961560658011 -37.824553726954, 144.961604946036 -37.824516058645, 144.961625464644 -37.824531149885, 144.961581032011 -37.824568788663, 144.961560658011 -37.824553726954)))",8895W,,13655,20201208141242.0,22050.0,City Road between Power Street and Balston Street,-37.8245446902202,144.96158655174258,"(-37.8245446902202, 144.96158655174258)"
"MULTIPOLYGON (((144.950215307078 -37.803093135441, 144.950245811323 -37.803096558285, 144.950237206003 -37.803144727725, 144.950206720963 -37.803141307916, 144.950215307078 -37.803093135441)))",C7748,,12549,20201208141140.0,20990.0,Queensberry Street between Leveson Street and Errol Street,-37.8031137729616,144.950224070489,"(-37.8031137729616, 144.950224070489)"
"MULTIPOLYGON (((144.939284683235 -37.814354044591, 144.939256961981 -37.814367961969, 144.93922540975 -37.814382675614, 144.939212791831 -37.814365636196, 144.939271433336 -37.814336692226, 144.939284683235 -37.814354044591)))",13803S,,8439,20201223122253.0,23254.0,Docklands Drive between Waterfront Way and Pearl River Road,-37.8143601758645,144.93925599389465,"(-37.8143601758645, 144.93925599389465)"
"MULTIPOLYGON (((144.955076425828 -37.816681997442, 144.955010908902 -37.816700816972, 144.955002978974 -37.816683515478, 144.95506849582 -37.8166646572, 144.955076425828 -37.816681997442)))",2479S,,9280,20201208140806.0,20090.0,Bourke Street between King Street and Spencer Street,-37.8166825969068,144.9550470470704,"(-37.8166825969068, 144.9550470470704)"
"MULTIPOLYGON (((144.972395494024 -37.809954487152, 144.972369333758 -37.809961993189, 144.972348017095 -37.809915390304, 144.972373879864 -37.809907962959, 144.972375235712 -37.809910676321, 144.972381421853 -37.809924207686, 144.972383101267 -37.809927840414, 144.972389300698 -37.809941010636, 144.972390976657 -37.809944645106, 144.972395494024 -37.809954487152)))",72E,,15773,20201208141511.0,20206.0,Spring Street between Little Bourke Street and Lonsdale Street,-37.8099342700919,144.9723802254952,"(-37.8099342700919, 144.9723802254952)"
"MULTIPOLYGON (((144.95685632746 -37.810349799317, 144.956792250604 -37.81036818982, 144.956783848285 -37.810350025021, 144.956847939929 -37.81033167443, 144.95685632746 -37.810349799317)))",6020N,,9291,20201208140807.0,22653.0,A'Beckett Street between Wills Street and William Street,-37.810349897581,144.9568273387476,"(-37.810349897581, 144.9568273387476)"
"MULTIPOLYGON (((144.955089009194 -37.813280801849, 144.95503544987 -37.813296039662, 144.955027726948 -37.813278904873, 144.955081164758 -37.813263747861, 144.955089009194 -37.813280801849)))",3543S,,8802,20201208140738.0,20046.0,Little Lonsdale Street between William Street and King Street,-37.8132800592188,144.9550644719928,"(-37.8132800592188, 144.9550644719928)"
"MULTIPOLYGON (((144.954434905506 -37.803565404476, 144.954426260407 -37.803613423964, 144.954393717482 -37.803609736985, 144.954402362651 -37.803561715699, 144.954434905506 -37.803565404476)))",C7714,,11846,20201208141059.0,20950.0,Queensberry Street between Capel Street and Howard Street,-37.80358313712,144.9544184303104,"(-37.80358313712, 144.9544184303104)"
"MULTIPOLYGON (((144.970182857393 -37.830184755469, 144.970149863134 -37.830194386104, 144.970164288415 -37.830143885163, 144.970198088891 -37.830133980949, 144.970182857393 -37.830184755469)))",9126N,,13856,20201208141256.0,22094.0,Dorcas Street between St Kilda Road and Wells Street,-37.83016835263079,144.9701755910452,"(-37.83016835263079, 144.9701755910452)"
"MULTIPOLYGON (((144.959774926104 -37.808463632305, 144.959713677995 -37.808481307445, 144.959705785619 -37.808463909568, 144.959767115561 -37.808446397161, 144.959774926104 -37.808463632305)))",6619S,,8697,20201208140733.0,21634.0,Franklin Street between Elizabeth Street and Queen Street,-37.8084637757568,144.9597472862766,"(-37.8084637757568, 144.9597472862766)"
"MULTIPOLYGON (((144.953499327472 -37.807051733138, 144.953495235223 -37.807074930368, 144.953439034648 -37.807068697968, 144.953443197152 -37.80704550737, 144.953499327472 -37.807051733138)))",5806E,,14228,20201208141326.0,21382.0,Howard Street between Rosslyn Street and William Street,-37.807058520396396,144.95347522439337,"(-37.807058520396396, 144.95347522439337)"
"MULTIPOLYGON (((144.971516836501 -37.808119523992, 144.971577952053 -37.808102681185, 144.971591536801 -37.808132319725, 144.971530370879 -37.80814917609, 144.971516836501 -37.808119523992)))",C192,,23157,20210325161444.0,21847.0,Spring Street between Little Lonsdale Street and Victoria Parade,-37.808124644996795,144.971546706547,"(-37.808124644996795, 144.971546706547)"
"MULTIPOLYGON (((144.957600218124 -37.816996557333, 144.957572477651 -37.817004457068, 144.957564312257 -37.816986484787, 144.957628620333 -37.81696819348, 144.957636786877 -37.816986165777, 144.957600218124 -37.816996557333)))",2253S,,12721,20201208141151.0,20103.0,Little Collins Street between William Street and King Street,-37.816989735963,144.95760043889436,"(-37.816989735963, 144.95760043889436)"
"MULTIPOLYGON (((144.960842258875 -37.808934019629, 144.960819585649 -37.808940592181, 144.960798213722 -37.80889466311, 144.960820741891 -37.808888036683, 144.960842258875 -37.808934019629)))",4382E,,9483,20201208140818.0,21639.0,Elizabeth Street between A'Beckett Street and Franklin Street,-37.8089182662464,144.9608246118024,"(-37.8089182662464, 144.9608246118024)"
"MULTIPOLYGON (((144.962666247869 -37.825545418804, 144.962684523714 -37.825558919232, 144.962638112147 -37.825598447265, 144.962619837437 -37.82558494685, 144.962666247869 -37.825545418804)))",8646E,,21164,20201208142107.0,22051.0,Kavanagh Street between Power Street and Balston Street,-37.825566630191,144.9626549938072,"(-37.825566630191, 144.9626549938072)"
"MULTIPOLYGON (((144.95419378641 -37.805577543619, 144.954190053877 -37.805598336485, 144.95412211439 -37.805590753283, 144.95412583205 -37.805570006121, 144.954126084594 -37.805570033038, 144.954153208455 -37.805572931145, 144.954185558291 -37.805576607635, 144.954185660192 -37.805576619319, 144.95419378641 -37.805577543619)))",7586N,,11861,20201208141100.0,20951.0,Victoria Street between Capel Street and Howard Street,-37.80557893047378,144.9541640094077,"(-37.80557893047378, 144.9541640094077)"
"MULTIPOLYGON (((144.95587258231 -37.809426233618, 144.955868446123 -37.809448532595, 144.955806591665 -37.809443444977, 144.955810900274 -37.809420702012, 144.95587258231 -37.809426233618)))",C6866,EA164,1869,20201223122240.0,,,-37.809433029364,144.95584622053642,"(-37.809433029364, 144.95584622053642)"
"MULTIPOLYGON (((144.954715387955 -37.816785700503, 144.954646456278 -37.816805500467, 144.95463880093 -37.816788337094, 144.954707529887 -37.816768555241, 144.954715387955 -37.816785700503)))",2489S,,20238,20201208142002.0,20090.0,Bourke Street between King Street and Spencer Street,-37.8167867587616,144.95468471260102,"(-37.8167867587616, 144.95468471260102)"
"MULTIPOLYGON (((144.95248305127 -37.812950938527, 144.952428327736 -37.812966409037, 144.952419949007 -37.812947748706, 144.952486810288 -37.81292885122, 144.952495195546 -37.812947522474, 144.952483476717 -37.81295083418, 144.95248305127 -37.812950938527)))",3979S,,8825,20201208140739.0,20030.0,La Trobe Street between King Street and Spencer Street,-37.812949034667284,144.95246855169057,"(-37.812949034667284, 144.95246855169057)"
"MULTIPOLYGON (((144.967958922823 -37.814987030055, 144.968027654148 -37.814966933993, 144.968036125537 -37.814985101009, 144.967967394173 -37.815005197976, 144.967958922823 -37.814987030055)))",1936N,,9163,20201208140800.0,20110.0,Collins Street between Russell Street and Swanston Street,-37.814986258617594,144.9679898039008,"(-37.814986258617594, 144.9679898039008)"
"MULTIPOLYGON (((144.948560752979 -37.804947265982, 144.948554266603 -37.804984157032, 144.9485261644 -37.804980962131, 144.948532637144 -37.804944153754, 144.948560752979 -37.804947265982)))",7634N,,11015,20201208141000.0,20994.0,Victoria Street between Errol Street and Curzon Street,-37.8049607609762,144.94854691482098,"(-37.8049607609762, 144.94854691482098)"
"MULTIPOLYGON (((144.950879713744 -37.804296425768, 144.950936028757 -37.804302789323, 144.950931739005 -37.804326617456, 144.950875600621 -37.804319985718, 144.950879713744 -37.804296425768)))",C6340,,11936,20201208141105.0,20980.0,Leveson Street between Victoria Street and Queensberry Street,-37.8043084488066,144.95090055917422,"(-37.8043084488066, 144.95090055917422)"
"MULTIPOLYGON (((144.987802127793 -37.810801785459, 144.987869639375 -37.810809169857, 144.987866016375 -37.810829694498, 144.98779851608 -37.810822312092, 144.987802127793 -37.810801785459)))",15528N,,14929,20201208141414.0,21580.0,Albert Street between Simpson Street and Powlett Street,-37.810812949473004,144.98782768548318,"(-37.810812949473004, 144.98782768548318)"
