,bay_id,the_geom,marker_id,meter_id,last_edit,rd_seg_id,rd_seg_dsc,mean_lat,mean_long,location
143,3698,"MULTIPOLYGON (((144.931027075809 -37.797462504029, 144.931082076318 -37.797430494569, 144.931099380327 -37.797447400891, 144.931044562257 -37.797479587491, 144.931027075809 -37.797462504029)))",,,20201223122245.0,21714.0,Tennyson Street between Bellair Street and Southey Street,-37.797456498201804,144.931056034104,"(-37.797456498201804, 144.931056034104)"
144,4885,"MULTIPOLYGON (((144.982964108175 -37.8144834299, 144.982965470291 -37.814483592916, 144.982989007361 -37.814485634447, 144.982980854227 -37.814533394227, 144.982956140966 -37.814531202777, 144.982964108175 -37.8144834299)))",,,20201223122247.0,21932.0,Clarendon Street between George Street and Hotham Street,-37.81450011402784,144.98296994819916,"(-37.81450011402784, 144.98296994819916)"
145,6287,"MULTIPOLYGON (((144.94176148404 -37.782442903858, 144.941817353465 -37.782455902782, 144.941810945012 -37.782473745848, 144.941809186786 -37.782478594997, 144.94175334274 -37.782465785759, 144.94176148404 -37.782442903858)))",,,20201223122249.0,,,-37.78245997285033,144.9417856326805,"(-37.78245997285033, 144.9417856326805)"
146,5743,"MULTIPOLYGON (((144.950625626355 -37.800987916652, 144.950659703451 -37.800945049578, 144.95068746224 -37.800948002771, 144.950649037226 -37.800990429212, 144.950625626355 -37.800987916652)))",,,20201223122248.0,21085.0,Arden Street between Leveson Street and Errol Street,-37.80097186297299,144.95064949112538,"(-37.80097186297299, 144.95064949112538)"
147,765,"MULTIPOLYGON (((144.97046486759 -37.800614515751, 144.97047520465 -37.800552668475, 144.970508733418 -37.80053368352, 144.970498379882 -37.800595635953, 144.97046486759 -37.800614515751)))",,,20201223122239.0,20677.0,Barkly Street between Canning Street and Rathdowne Street,-37.80058220389,144.97048241062598,"(-37.80058220389, 144.97048241062598)"
148,5165,"MULTIPOLYGON (((144.941833430527 -37.79501627706, 144.941823919003 -37.795069896582, 144.941798850444 -37.795067613758, 144.941808369971 -37.795013952022, 144.941833430527 -37.79501627706)))",,,20201223122247.0,21219.0,Melrose Street between Canning Street and Erskine Street,-37.7950368032964,144.94181960009442,"(-37.7950368032964, 144.94181960009442)"
149,1744,"MULTIPOLYGON (((144.96505227748 -37.795632956792, 144.965109430292 -37.795638438522, 144.965107362808 -37.79565658678, 144.965050209982 -37.795651105049, 144.96505227748 -37.795632956792)))",,,20201223122240.0,20823.0,Palmerston Place between Cardigan Street and Swanston Street,-37.795642408786996,144.9650743116084,"(-37.795642408786996, 144.9650743116084)"
150,2680,"MULTIPOLYGON (((144.953502604308 -37.803461162841, 144.95353086088 -37.803464431326, 144.953521346442 -37.803512652817, 144.953493479999 -37.803509528089, 144.953502604308 -37.803461162841)))",,,20201223122242.0,20973.0,Queensberry Street between Howard Street and Chetwynd Street,-37.803481787582804,144.9535101791874,"(-37.803481787582804, 144.9535101791874)"
151,3710,"MULTIPOLYGON (((144.9421640957 -37.776161791477, 144.942175663667 -37.776101736314, 144.94219710599 -37.776103089606, 144.942199700646 -37.776103526948, 144.942200511625 -37.776103801557, 144.942201055788 -37.776104322032, 144.94220118584 -37.776104995681, 144.942198667377 -37.776126540302, 144.942192692544 -37.776161403425, 144.942192514164 -37.776162677278, 144.942192152154 -37.776163121543, 144.942191563945 -37.776163493366, 144.942190528378 -37.776163702371, 144.94218844613 -37.776163579479, 144.942188424594 -37.776163578202, 144.9421640957 -37.776161791477)))",,,20201223122245.0,22921.0,Parkville Avenue between Strickland Road and Park Street,-37.776138321941126,144.94218990026513,"(-37.776138321941126, 144.94218990026513)"
152,3703,"MULTIPOLYGON (((144.980212507723 -37.836050170113, 144.980241035313 -37.836053085512, 144.980231498722 -37.83610206659, 144.980202477153 -37.836098722765, 144.980212507723 -37.836050170113)))",,,20201223122245.0,22740.0,Millswyn Street between Toorak Road and St Martins Lane,-37.8360708430186,144.9802200053268,"(-37.8360708430186, 144.9802200053268)"
153,2346,"MULTIPOLYGON (((144.965842131408 -37.797718375798, 144.965822575475 -37.797716817811, 144.965822424771 -37.797716805295, 144.965822272932 -37.797716792759, 144.965822122228 -37.797716780243, 144.965821219188 -37.797716703364, 144.965820920076 -37.797716677471, 144.965820620987 -37.797716650676, 144.965820321949 -37.79771662208, 144.965819421451 -37.797716535333, 144.965819121302 -37.797716505816, 144.965818821178 -37.797716475399, 144.965818521078 -37.797716444081, 144.965817621988 -37.797716347445, 144.965817471383 -37.797716331326, 144.965817321938 -37.797716314326, 144.965817172492 -37.797716297326, 144.965815307758 -37.797716087583, 144.965824309743 -37.797664321682, 144.965826450712 -37.79766456323, 144.965827349802 -37.797664659867, 144.965828250298 -37.797664746614, 144.965829152202 -37.797664823473, 144.965851081109 -37.797666569339, 144.965849476707 -37.797675623702, 144.965842131408 -37.797718375798)))",,,20201223122242.0,20516.0,Cardigan Street between Faraday Street and Elgin Street,-37.79770320183989,144.96582513813703,"(-37.79770320183989, 144.96582513813703)"
154,9016,"MULTIPOLYGON (((144.960337655969 -37.778850919325, 144.96031508104 -37.778849008105, 144.960321896533 -37.778796645901, 144.96034448443 -37.778798497867, 144.960337655969 -37.778850919325)))",,,,22393.0,Royal Parade between Ievers Street and Park Street,-37.7788291981046,144.9603313547882,"(-37.7788291981046, 144.9603313547882)"
155,5160,"MULTIPOLYGON (((144.955738755486 -37.795148066079, 144.955762510649 -37.795149317426, 144.955756274655 -37.795203207727, 144.955732168326 -37.795201552863, 144.955738755486 -37.795148066079)))",,,20201223122247.0,22348.0,Wimble Street between Morrah Street and Park Drive,-37.7951700420348,144.9557456929204,"(-37.7951700420348, 144.9557456929204)"
156,3394,"MULTIPOLYGON (((144.920252626701 -37.791784720582, 144.920308911637 -37.791791918207, 144.92030405398 -37.791816566013, 144.920247608018 -37.79180960255, 144.920252626701 -37.791784720582)))",,,20201223122245.0,21793.0,Musgrove Mews between Stockmans Way and Halford Lane,-37.7917975055868,144.9202731654074,"(-37.7917975055868, 144.9202731654074)"
157,5771,"MULTIPOLYGON (((144.943907179587 -37.80727950458, 144.943930517464 -37.807290198079, 144.943891349382 -37.807346333193, 144.943867940707 -37.807335284289, 144.943907179587 -37.80727950458)))",,,20201223122248.0,21452.0,Abbotsford Street between Adderley Street and Ireland Street,-37.8073061649442,144.9439008333454,"(-37.8073061649442, 144.9439008333454)"
158,6484,"MULTIPOLYGON (((144.989654008206 -37.812994173532, 144.989657861185 -37.812971857615, 144.989718695993 -37.812978433976, 144.989714941569 -37.813000760589, 144.989654008206 -37.812994173532)))",,,20201223122249.0,21875.0,Darling Street between Grey Street and Gipps Street,-37.81298787984879,144.9896799030318,"(-37.81298787984879, 144.9896799030318)"
159,5781,"MULTIPOLYGON (((144.94847260797 -37.807237245011, 144.948493666534 -37.807221439412, 144.948535424828 -37.807257048683, 144.948514966135 -37.807272438485, 144.94847260797 -37.807237245011)))",,,20201223122249.0,21433.0,Roden Street between Spencer Street and King Street,-37.8072450833204,144.9484978546874,"(-37.8072450833204, 144.9484978546874)"
160,766,"MULTIPOLYGON (((144.970498379882 -37.800595635953, 144.970508733418 -37.80053368352, 144.970542235615 -37.800514714318, 144.970531863332 -37.800576771869, 144.970498379882 -37.800595635953)))",,,20201223122239.0,20677.0,Barkly Street between Canning Street and Rathdowne Street,-37.8005632883226,144.97051591842578,"(-37.8005632883226, 144.97051591842578)"
161,1097,"MULTIPOLYGON (((144.966212552406 -37.800279906859, 144.966221950523 -37.800225752457, 144.966247105377 -37.800228585819, 144.966237544205 -37.800282722988, 144.966212552406 -37.800279906859)))",,,20201223122240.0,20758.0,Dorrit Street between Grattan Street and Faraday Street,-37.8002593749964,144.96622634098338,"(-37.8002593749964, 144.96622634098338)"
162,4299,"MULTIPOLYGON (((144.91820577725 -37.793142086982, 144.918223362645 -37.793131837904, 144.918223812442 -37.793131632277, 144.918259952119 -37.793171163004, 144.918269606105 -37.793181758415, 144.918251752072 -37.793192434413, 144.91820577725 -37.793142086982)))",,,20201223122246.0,21812.0,Willis Street between Stockmans Way and The Crescent,-37.79315614285387,144.91823429141186,"(-37.79315614285387, 144.91823429141186)"
163,4847,"MULTIPOLYGON (((144.946410315737 -37.804745501256, 144.946413137512 -37.804723426625, 144.946477756969 -37.804729354077, 144.946474950781 -37.804751440697, 144.946410315737 -37.804745501256)))",,,20201223122247.0,21007.0,Victoria Street between Curzon Street and Abbotsford Street,-37.8047390447822,144.94643729534718,"(-37.8047390447822, 144.94643729534718)"
164,3500,"MULTIPOLYGON (((144.944204185374 -37.78383239295, 144.944147515829 -37.78382748096, 144.944151407334 -37.783803871356, 144.944207579717 -37.783808530448, 144.944204185374 -37.78383239295)))",,,20201223122245.0,,,-37.7838209337328,144.9441829747256,"(-37.7838209337328, 144.9441829747256)"
165,8167,"MULTIPOLYGON (((144.91896386872 -37.793037068673, 144.918968427961 -37.793014373908, 144.919024153542 -37.793020570081, 144.919020477385 -37.793038869214, 144.919020398187 -37.79303926343, 144.919020092865 -37.793039581555, 144.919019118403 -37.79304059708, 144.919018182767 -37.793041483522, 144.919017064484 -37.793041999058, 144.919015704327 -37.793042190404, 144.919012770096 -37.793042102508, 144.918968690783 -37.793037383681, 144.91896386872 -37.793037068673)))",,,20201223122252.0,21811.0,Cakebread Mews between Stockmans Way and Gatehouse Drive,-37.79303635013746,144.91900252448002,"(-37.79303635013746, 144.91900252448002)"
166,3885,"MULTIPOLYGON (((144.947646722799 -37.797223349736, 144.947650435864 -37.79722337209, 144.947730514822 -37.797221907309, 144.947751365597 -37.7972385396, 144.947668271911 -37.797240518696, 144.947646722799 -37.797223349736)))",,,20201223122246.0,21192.0,Molesworth Street between Harker Street and Abbotsford Street,-37.7972285061945,144.94768233896534,"(-37.7972285061945, 144.94768233896534)"
167,5141,"MULTIPOLYGON (((144.924913166056 -37.796806325784, 144.924931215018 -37.796796109109, 144.924941883258 -37.796789990681, 144.924976696346 -37.796827483693, 144.924950620291 -37.796842575764, 144.924947185046 -37.796844314875, 144.924913166056 -37.796806325784)))",,,20210623144303.0,,,-37.79681616081286,144.924939133153,"(-37.79681616081286, 144.924939133153)"
168,5587,"MULTIPOLYGON (((144.965616779651 -37.829500620665, 144.965644985415 -37.829505293103, 144.965632808714 -37.8295548987, 144.965632679786 -37.829555456101, 144.965604081048 -37.829551563594, 144.965604156169 -37.829551227853, 144.965616779651 -37.829500620665)))",,,20201208140416.0,22118.0,Sturt Street between Miles Street and Coventry Street,-37.82953138295443,144.96562175291913,"(-37.82953138295443, 144.96562175291913)"
169,3939,"MULTIPOLYGON (((144.934361059214 -37.822468292095, 144.934425025246 -37.822481911758, 144.934419089397 -37.822499917546, 144.934354959676 -37.822486422974, 144.934361059214 -37.822468292095)))",,,20201223122246.0,22131.0,Lorimer Street between Boundary Street and Ingles Street,-37.8224809672936,144.9343842385494,"(-37.8224809672936, 144.9343842385494)"
170,5388,"MULTIPOLYGON (((144.942599680429 -37.787873432956, 144.942616654279 -37.787860256883, 144.942666943018 -37.78790073846, 144.942688253889 -37.787917722112, 144.942671620198 -37.787930875299, 144.942599680429 -37.787873432956)))",,,20201223122248.0,22413.0,Manningham Street between Southgate Street and Church Street,-37.787892743111,144.94264047204032,"(-37.787892743111, 144.94264047204032)"
171,5398,"MULTIPOLYGON (((144.939316038788 -37.778354974543, 144.939258928537 -37.778314746213, 144.939271718277 -37.778304296437, 144.939272562702 -37.778303653351, 144.939273314666 -37.778303191587, 144.939274122731 -37.778302794788, 144.939274978828 -37.778302467319, 144.939275873778 -37.778302212623, 144.939276797292 -37.778302033225, 144.939277739082 -37.778301931648, 144.939278688884 -37.778301909515, 144.939279636535 -37.778301964846, 144.939280571771 -37.778302099263, 144.939281484429 -37.778302310786, 144.93928256578 -37.778302662239, 144.939284542374 -37.778304056698, 144.939331835851 -37.778337872615, 144.939331995991 -37.778337993471, 144.939332124656 -37.778338102963, 144.939332246362 -37.778338217739, 144.939332358864 -37.77833833686, 144.939332464381 -37.778338462168, 144.939332559585 -37.778338590899, 144.939332646721 -37.778338723996, 144.939332723542 -37.778338860516, 144.939332791185 -37.778339000481, 144.939332848514 -37.77833914387, 144.939332896739 -37.778339288001, 144.939332934651 -37.778339435556, 144.939332961189 -37.778339583813, 144.939332978624 -37.778339732813, 144.939332984685 -37.778339882514, 144.939332980533 -37.778340032037, 144.939332966142 -37.778340182282, 144.939332940452 -37.778340330527, 144.939332905709 -37.778340477712, 144.939332859668 -37.778340622897, 144.939332803463 -37.778340766102, 144.939332738254 -37.778340906446, 144.939332662907 -37.778341043909, 144.939332578581 -37.77834117761, 144.939332484142 -37.77834130753, 144.939332381883 -37.778341432807, 144.939332269512 -37.778341554302, 144.939332150481 -37.778341670274, 144.939332001594 -37.77834179834, 144.939316038788 -37.778354974543)))",,,20201223122248.0,22932.0,Cade Way between Garrard Street and Garrard Street,-37.77832886831221,144.9393139080448,"(-37.77832886831221, 144.9393139080448)"
172,8879,"MULTIPOLYGON (((144.955620244244 -37.820793701971, 144.955432226076 -37.820857353849, 144.955422513136 -37.820839354557, 144.955464402702 -37.820826877065, 144.955485810843 -37.820819655519, 144.95549835834 -37.82081551113, 144.955510876937 -37.820811312111, 144.955523366259 -37.820807058588, 144.955525326824 -37.820806326634, 144.955611409945 -37.820777289597, 144.955620244244 -37.820793701971)))",,,20201208140742.0,20224.0,Flinders Street between King Street and Spencer Street,-37.82081346754473,144.95551952541365,"(-37.82081346754473, 144.95551952541365)"
173,2556,"MULTIPOLYGON (((144.940232166375 -37.824208278911, 144.940217484713 -37.824261064998, 144.940190449663 -37.824256342998, 144.940202637491 -37.82421242767, 144.940205116631 -37.824203554854, 144.940232166375 -37.824208278911)))",,,20201223122242.0,22124.0,Hartley Street between Lorimer Street and Westgate Freeway,-37.82422499139033,144.94021333687468,"(-37.82422499139033, 144.94021333687468)"
