marker_id,maximum_stay,cost_per_hour
12073W,120,320
12091W,120,320
12083W,120,320
12081W,120,320
12087W,120,320
12075W,120,320
12085W,120,320
12077W,120,320
2313S,120,550
2307S,120,550
2289S,120,550
2287S,120,550
2283S,120,550
2321S,120,550
2323S,120,550
2318N,120,550
2291S,120,550
2295S,120,550
2303S,120,550
2312N,120,550
"2308N,2310",120,550
2300N,120,550
2325S,120,550
2316N,120,550
2297S,120,550
2304N,120,550
2309S,120,550
2306N,120,550
2305S,120,550
2299S,120,550
2302N,120,550
2311S,120,550
2314N,120,550
2285S,120,550
2327S,120,550
2301S,120,550
5133W,240,170
5129W,240,170
5146E,240,170
5130E,240,170
5138E,240,170
5152E,240,170
5158E,240,170
5162E,240,170
5132E,240,170
5156E,240,170
5147W,240,170
5149W,240,170
5148E,240,170
5144E,240,170
5145W,240,170
5136E,240,170
5142E,240,170
5125W,240,170
5160E,240,170
5121W,240,170
5117W,240,170
5140E,240,170
5131W,240,170
5123W,240,170
5141W,240,170
5143W,240,170
5119W,240,170
5150E,240,170
5154E,240,170
8293W,120,320
8283W,120,320
8279W,120,320
8295W,120,320
8287W,120,320
8299W,120,320
8297W,120,320
8291W,120,320
8281W,120,320
8285W,120,320
8289W,120,320
7923W,120,320
7833W,120,320
7919W,120,320
7839W,120,320
7917W,120,320
7921W,120,320
7829W,120,320
7915W,120,320
7837W,120,320
7913W,120,320
7831W,120,320
7835W,120,320
10116E,60,320
10103W,60,320
10118E,60,320
10124E,60,320
10100E,60,320
10105W,60,320
10120E,60,320
10107W,60,320
10102E,60,320
10109W,60,320
10111W,60,320
10122E,60,320
10121W,60,320
10106E,60,320
10113W,60,320
10119W,60,320
10115W,60,320
10117W,60,320
10104E,60,320
C6134,240,170
C6182,240,170
C6100,240,170
C6084,240,170
C6104,240,170
C6090,240,170
C6142,240,170
C6170,240,170
C6148,240,170
C6154,240,170
C6132,240,170
C6112,240,170
C6114,240,170
C6164,240,170
C6092,240,170
C6080,240,170
C6174,240,170
C6076,240,170
C6160,240,170
C6180,240,170
C6120,240,170
C6144,240,170
C6096,240,170
C6108,240,170
C6126,240,170
C6152,240,170
C6162,240,170
C6106,240,170
C6130,240,170
C6138,240,170
C6074,240,170
C6088,240,170
C6110,240,170
C6166,240,170
C6116,240,170
C6086,240,170
C6098,240,170
C6136,240,170
C6118,240,170
C6124,240,170
C6082,240,170
C6178,240,170
C6172,240,170
C6122,240,170
C6078,240,170
C6146,240,170
C6184,240,170
C6156,240,170
C6072,240,170
C6102,240,170
C6176,240,170
C6140,240,170
C6158,240,170
12276N,60,320
12268N,60,320
12285S,60,320
12272N,60,320
12303S,60,320
12270N,60,320
12287S,60,320
12286N,60,320
12299S,60,320
12307S,60,320
12305S,60,320
12288N,60,320
12278N,60,320
12311S,60,320
12293S,60,320
12301S,60,320
12309S,60,320
12281S,60,320
12279S,60,320
12289S,60,320
12274N,60,320
12284N,60,320
12295S,60,320
12282N,60,320
12283S,60,320
12291S,60,320
12280N,60,320
12297S,60,320
C328,60,550
C344,60,550
C304,60,550
9079S,60,320
9081S,60,320
9077S,60,320
9081S,60,320
9074N,60,320
9096N,60,320
9098N,60,320
9094N,60,320
9073S,60,320
9078N,60,320
9075S,60,320
9092N,60,320
9083S,60,320
9083S,60,320
13752E,120,320
13756E,120,320
13723W,120,320
13740E,120,320
13754E,120,320
13728E,120,320
13738E,120,320
13722E,120,320
13730E,120,320
13720E,120,320
13746E,120,320
13736E,120,320
13726E,120,320
13725W,120,320
13748E,120,320
13724E,120,320
13734E,120,320
13750E,120,320
13742E,120,320
13732E,120,320
7670N,60,320
7673S,60,320
7672N,60,320
7677S,60,320
7671S,60,320
7674N,60,320
7678N,60,320
7676N,60,320
7680N,60,320
7675S,60,320
4691Wa,60,320
4693Wa,60,320
4705Wa,60,320
4692Ea,60,320
4682Ea,60,320
4690Ea,60,320
4704Ea,60,320
4688Ea,60,320
4689Wa,60,320
4696Ea,60,320
4694Ea,60,320
4702Ea,60,320
4687Wa,60,320
4684Ea,60,320
4700Ea,60,320
4664Ea,60,320
4686Ea,60,320
4666Ea,60,320
4685Wa,60,320
C1212,60,550
1236E,60,550
C1234,60,550
C1216,60,550
1215W,60,550
1211W,60,550
1203W,60,550
C1230,60,550
1209W,60,550
C1214,60,550
C1218,60,550
1213W,60,550
C1220,60,550
C1226,60,550
1201W,60,550
1232E,60,550
1205W,60,550
C1246,60,550
C1242,60,550
C1222,60,550
C1208,60,550
1207W,60,550
1228E,60,550
C1210,60,550
C1238,60,550
C1206,60,550
C1224,60,550
2457S,60,550
2461S,60,550
2444N,60,550
2468N,60,550
2459S,60,550
2472N,60,550
2454N,60,550
2470N,60,550
2452N,60,550
2466N,60,550
2450N,60,550
2443S,60,550
2441S,60,550
2446N,60,550
2448N,60,550
C5770,240,170
C5788,240,170
5795W,240,170
C5720,240,170
C5790,240,170
C5736,240,170
C5772,240,170
C5716,240,170
C5754,240,170
C5750,240,170
C5800,240,170
C5708,240,170
C5728,240,170
C5742,240,170
C5766,240,170
C5734,240,170
C5794,240,170
C5780,240,170
5758E,240,170
C5724,240,170
C5798,240,170
C5756,240,170
C5784,240,170
C5786,240,170
C5744,240,170
C5730,240,170
C5740,240,170
5793W,240,170
C5774,240,170
C5710,240,170
C5760,240,170
C5714,240,170
C5738,240,170
C5712,240,170
5722E,240,170
C5782,240,170
C5748,240,170
C5776,240,170
C5768,240,170
C5726,240,170
C5762,240,170
C5764,240,170
C5778,240,170
C5746,240,170
C5752,240,170
C5792,240,170
C5732,240,170
C5796,240,170
C5718,240,170
13864N,120,320
13856N,120,320
13858N,120,320
13838N,120,320
13834N,120,320
13844N,120,320
13860N,120,320
13854N,120,320
13862N,120,320
13836N,120,320
15550N,60,320
15542N,60,320
15560N,60,320
15552N,60,320
15554N,60,320
15556N,60,320
15540N,60,320
15546N,60,320
15544N,60,320
15548N,60,320
15558N,60,320
C2786,30,540
C2776,30,540
C2836,30,540
2857S,30,540
C2820,30,540
C2832,30,540
C2868,30,540
2798N,30,540
2853S,30,540
2830N,30,540
C2824,30,540
C2816,30,540
C2858,30,540
C2796,30,540
C2840,30,540
C2860,30,540
2861S,30,540
C2772,30,540
C2848,30,540
C2834,30,540
C2808,30,540
C2866,30,540
2814N,30,540
C2800,30,540
2882N,30,540
C2778,30,540
C2780,30,540
C2788,30,540
2862N,30,540
C2852,30,540
2859S,30,540
C2770,30,540
C2874,30,540
C2806,30,540
C2810,30,540
C2790,30,540
2847S,30,540
2793S,30,540
2892N,30,540
C2792,30,540
C2774,30,540
C2804,30,540
C2864,30,540
C2842,30,540
C2854,30,540
C2812,30,540
2795S,30,540
C2876,30,540
2818N,30,540
2849S,30,540
C2872,30,540
C2794,30,540
2850N,30,540
2855S,30,540
2846N,30,540
C2838,30,540
C2828,30,540
C2802,30,540
C2782,30,540
2841S,30,540
2845S,30,540
2856N,30,540
2843S,30,540
C2844,30,540
2822N,30,540
2826N,30,540
C2870,30,540
2851S,30,540
4965W,60,550
4977W,60,550
5007W,60,550
4997W,60,550
4979W,60,550
4995W,60,550
C4972,60,550
C5010,60,550
C5004,60,550
4963W,60,550
4947W,60,550
4949W,60,550
5011W,60,550
C4970,60,550
4999W,60,550
4985W,60,550
4983W,60,550
4955W,60,550
5005W,60,550
4953W,60,550
C4974,60,550
C4968,60,550
4967W,60,550
5003W,60,550
5009W,60,550
4993W,60,550
C5006,60,550
4951W,60,550
C5008,60,550
4959W,60,550
4961W,60,550
649W,30,540
645W,30,540
647W,30,540
633W,30,540
631W,30,540
643W,30,540
7819W,60,320
7813W,60,320
7805W,60,320
7807W,60,320
7817W,60,320
7809W,60,320
7811W,60,320
7821W,60,320
7823W,60,320
7815W,60,320
C13620,60,320
C13628,60,320
13253S,60,320
13254N,60,320
C13648,60,320
13242N,60,320
C13632,60,320
C13688,60,320
C13708,60,320
C13660,60,320
13237S,60,320
C13676,60,320
13247S,60,320
13248N,60,320
C13672,60,320
13241S,60,320
13258N,60,320
13244N,60,320
C13726,60,320
C13720,60,320
C13696,60,320
13256N,60,320
C13684,60,320
C13700,60,320
C13624,60,320
C13724,60,320
13250N,60,320
C13712,60,320
13251S,60,320
C13664,60,320
C13652,60,320
C13692,60,320
13240N,60,320
13260N,60,320
13262N,60,320
C13668,60,320
C13616,60,320
C13656,60,320
C13640,60,320
C13704,60,320
13246N,60,320
C13680,60,320
13252N,60,320
13245S,60,320
13249S,60,320
C13716,60,320
C13644,60,320
13239S,60,320
C13636,60,320
12907S,120,320
12900N,120,320
C9166,120,320
12914N,120,320
C9118,120,320
C9138,120,320
C9194,120,320
C9190,120,320
C9134,120,320
C9182,120,320
12901S,120,320
C9142,120,320
C9106,120,320
12909S,120,320
12912N,120,320
12910N,120,320
C9154,120,320
12904N,120,320
C9178,120,320
C9186,120,320
12905S,120,320
12908N,120,320
12906N,120,320
C9174,120,320
12903S,120,320
C9146,120,320
C9122,120,320
12911S,120,320
C9110,120,320
C9170,120,320
C9150,120,320
C9130,120,320
C9114,120,320
C9198,120,320
C9158,120,320
12902N,120,320
C9162,120,320
C9126,120,320
C9102,120,320
C9202,120,320
C2642,60,550
C2712,60,550
C2744,60,550
2682N,60,550
C2760,60,550
C2728,60,550
C2656,60,550
C2708,60,550
C2644,60,550
C2752,60,550
C2700,60,550
C2638,60,550
C2650,60,550
C2720,60,550
C2658,60,550
2702N,60,550
2694N,60,550
C2724,60,550
2686N,60,550
C2692,60,550
C2748,60,550
C2736,60,550
C2646,60,550
C2716,60,550
2678N,60,550
C2648,60,550
C2636,60,550
C2654,60,550
C2756,60,550
C2696,60,550
C2764,60,550
C2652,60,550
C2732,60,550
C2664,60,550
C2672,60,550
2674N,60,550
C2704,60,550
2698N,60,550
C2676,60,550
C2768,60,550
C2740,60,550
C2640,60,550
C2660,60,550
2690N,60,550
C2668,60,550
1932N,30,540
1946N,30,540
1944N,30,540
1935S,30,540
1956N,30,540
1937S,30,540
1958N,30,540
1950N,30,540
"1943S,1945",30,540
1941S,30,540
1954N,30,540
1948N,30,540
"1966N,1964",30,540
1936N,30,540
1930N,30,540
1926N,30,540
1939S,30,540
1952N,30,540
1924N,30,540
1925S,30,540
1928N,30,540
1942N,30,540
1923S,30,540
1968N,30,540
1938N,30,540
1921S,30,540
1940N,30,540
15520N,120,320
15506N,120,320
15524N,120,320
15538N,120,320
15532N,120,320
15502N,120,320
15510N,120,320
15526N,120,320
15504N,120,320
15534N,120,320
15518N,120,320
15500N,120,320
15528N,120,320
15530N,120,320
15516N,120,320
15508N,120,320
15512N,120,320
15514N,120,320
15522N,120,320
15536N,120,320
15701S,660,80
15715S,660,80
15703S,660,80
15709S,660,80
15711S,660,80
15707S,660,80
15717S,660,80
15713S,660,80
15719S,660,80
15705S,660,80
11748E,120,320
11754E,120,320
11762E,120,320
11752E,120,320
11768E,120,320
11750E,120,320
11758E,120,320
11766E,120,320
11742E,120,320
11744E,120,320
11747W,120,320
11756E,120,320
11740E,120,320
11760E,120,320
11751W,120,320
11746E,120,320
11749W,120,320
11753W,120,320
11764E,120,320
12528N,240,170
12514N,240,170
12500N,240,170
12520N,240,170
12524N,240,170
12530N,240,170
12512N,240,170
12510N,240,170
12504N,240,170
12516N,240,170
12522N,240,170
12508N,240,170
12518N,240,170
12526N,240,170
12502N,240,170
12506N,240,170
3823S,60,550
3825S,60,550
3797S,60,550
3821S,60,550
3815S,60,550
3795S,60,550
3809S,60,550
3822N,60,550
TR 3830N,60,550
3834N,60,550
3819S,60,550
TR 3832N,60,550
3833S,60,550
3831S,60,550
3813S,60,550
3836N,60,550
3811S,60,550
3807S,60,550
3817S,60,550
2515S,60,550
2506N,60,550
2510N,60,550
2504N,60,550
2411S,60,550
2513S,60,550
2508N,60,550
2517S,60,550
2495S,60,550
13600E,120,320
13606E,120,320
13101W,120,320
13604E,120,320
13612E,120,320
13103W,120,320
13099W,120,320
13095W,120,320
13602E,120,320
13608E,120,320
13105W,120,320
13097W,120,320
13610E,120,320
901W,180,550
905W,180,550
893W,180,550
895W,180,550
897W,180,550
903W,180,550
899W,180,550
9288N,60,320
9312N,60,320
9279S,60,320
9280N,60,320
9242N,60,320
9266N,60,320
9272N,60,320
9268N,60,320
9243S,60,320
9277S,60,320
9282N,60,320
9292N,60,320
9302N,60,320
9263S,60,320
9305S,60,320
9246N,60,320
9234N&9236,60,320
9260N,60,320
9311S,60,320
9250N,60,320
9241S,60,320
9256N,60,320
9285S,60,320
9309S,60,320
9244N,60,320
9310N,60,320
9308N,60,320
9262N,60,320
9314N,60,320
9240N,60,320
9274N,60,320
9290N,60,320
9264N,60,320
9257S,60,320
9276N,60,320
9238N,60,320
9267S,60,320
9237S,60,320
9245S,60,320
9287S,60,320
9249S,60,320
9296N,60,320
9239S,60,320
9306N,60,320
9278N,60,320
9303S,60,320
9252N,60,320
9270N,60,320
9258N,60,320
9283S,60,320
9247S,60,320
9294N,60,320
9248N,60,320
9289S,60,320
9261S,60,320
9304N,60,320
9265S,60,320
9254N,60,320
9259S,60,320
9284N,60,320
9307S,60,320
8010E,60,320
7999W,60,320
8011W,60,320
8003W,60,320
8014E,60,320
8018E,60,320
8002E,60,320
8021W,60,320
8013W,60,320
8001W,60,320
8015W,60,320
8016E,60,320
8006E,60,320
8009W,60,320
8007W,60,320
8005W,60,320
8019W,60,320
8017W,60,320
8008E,60,320
8004E,60,320
8000E,60,320
35W,60,550
27W,60,550
37W,60,550
31W,60,550
41W,60,550
39W,60,550
29W,60,550
25W,60,550
33W,60,550
4902E,60,550
4916E,60,550
4870E,60,550
4898E,60,550
4882E,60,550
4890E,60,550
4886E,60,550
4912E,60,550
4894E,60,550
4914E,60,550
11989W,120,320
11971W,120,320
11979W,120,320
11975W,120,320
11985W,120,320
11993W,120,320
11981W,120,320
11977W,120,320
11987W,120,320
11983W,120,320
11965W,120,320
11967W,120,320
11961W,120,320
11959W,120,320
11973W,120,320
11963W,120,320
11991W,120,320
11969W,120,320
2094N,30,540
2112N,30,540
2091S,30,540
2116N,30,540
2095S,30,540
2118N,30,540
2114N,30,540
2097S,30,540
2092N,30,540
13089S,120,320
13054N,120,320
13030N,120,320
13046N,120,320
13081S,120,320
13077S,120,320
13075S,120,320
13048N,120,320
13050N,120,320
13065S,120,320
13040N,120,320
13083S,120,320
13038N,120,320
13073S,120,320
13032N,120,320
13034N,120,320
13085S,120,320
13067S,120,320
13069S,120,320
13071S,120,320
13052N,120,320
13044N,120,320
13028N,120,320
13056N,120,320
13079S,120,320
13087S,120,320
13036N,120,320
13042N,120,320
3340N,120,550
3302N,120,550
3310N,120,550
3308N,120,550
3300N,120,550
3316N,120,550
3344N,120,550
3325S,120,550
3342N,120,550
3337S,120,550
3318N,120,550
3311S,120,550
3301S,120,550
3338N,120,550
3343S,120,550
3307S,120,550
3312N,120,550
3319S,120,550
3345S,120,550
3348N,120,550
3321S,120,550
3323S,120,550
3339S,120,550
3327S,120,550
3317S,120,550
3346N,120,550
3341S,120,550
2884N,60,550
2888N,60,550
2899S,60,550
2893S,60,550
2890N,60,550
2886N,60,550
2895S,60,550
2897S,60,550
11526N,60,320
11506N,60,320
11514N,60,320
11504N,60,320
11535S,60,320
11521S,60,320
11522N,60,320
11516N,60,320
11502N,60,320
11524N,60,320
11529S,60,320
11527S,60,320
11518N,60,320
11508N,60,320
11519S,60,320
11520N,60,320
11511S,60,320
11507S,60,320
11513S,60,320
11525S,60,320
11537S,60,320
11533S,60,320
11512N,60,320
11503S,60,320
11505S,60,320
11515S,60,320
11531S,60,320
11509S,60,320
11501S,60,320
11523S,60,320
11539S,60,320
11528N,60,320
11510N,60,320
11517S,60,320
1601W,30,540
1558E,30,540
1595W,30,540
1605W,30,540
1597W,30,540
1554E,30,540
1556E,30,540
1599W,30,540
1603W,30,540
1564E,30,540
1566E,30,540
1560E,30,540
1607W,30,540
1562E,30,540
15013W,120,320
15021W,120,320
15043W,120,320
15007W,120,320
15015W,120,320
15031W,120,320
15009W,120,320
15041W,120,320
15003W,120,320
15039W,120,320
15011W,120,320
15001W,120,320
15023W,120,320
15025W,120,320
15045W,120,320
15017W,120,320
15035W,120,320
15019W,120,320
15047W,120,320
15033W,120,320
15029W,120,320
15005W,120,320
15037W,120,320
15027W,120,320
12011W,120,320
12027W,120,320
12023W,120,320
12003W,120,320
12033W,120,320
12025W,120,320
12031W,120,320
12017W,120,320
12013W,120,320
12005W,120,320
12021W,120,320
12007W,120,320
12001W,120,320
12009W,120,320
12019W,120,320
12029W,120,320
12015W,120,320
9833S,120,320
9834N,120,320
9870N,120,320
9845S,120,320
9854N,120,320
9844N,120,320
9824N,120,320
9843S,120,320
9840N,120,320
9864N,120,320
9828N,120,320
9847S,120,320
9856N,120,320
9832N,120,320
9825S,120,320
9835S,120,320
9827S,120,320
9836N,120,320
9829S,120,320
9868N,120,320
9848N,120,320
9823S,120,320
9866N,120,320
9837S,120,320
9852N,120,320
9839S,120,320
9860N,120,320
9826N,120,320
9830N,120,320
9841S,120,320
9850N,120,320
9872N,120,320
9858N,120,320
9838N,120,320
9842N,120,320
9862N,120,320
9846N,120,320
9831S,120,320
13352E,120,320
13346E,120,320
13334E,120,320
13322E,120,320
13342E,120,320
13350E,120,320
13354E,120,320
13324E,120,320
13344E,120,320
13338E,120,320
13296E,120,320
13330E,120,320
13326E,120,320
13298E,120,320
13332E,120,320
13340E,120,320
13328E,120,320
13348E,120,320
13336E,120,320
5834E,240,170
5818E,240,170
5833W,240,170
5826E,240,170
5836E,240,170
5848E,240,170
5814E,240,170
5831W,240,170
5812E,240,170
5807W,240,170
5810E,240,170
5838E,240,170
5822E,240,170
5844E,240,170
5808E,240,170
5842E,240,170
5813W,240,170
5802E,240,170
5828E,240,170
5835W,240,170
5806E,240,170
5850E,240,170
5846E,240,170
5829W,240,170
5804E,240,170
5840E,240,170
5811W,240,170
5824E,240,170
5832E,240,170
5852E,240,170
5816E,240,170
5823W,240,170
5820E,240,170
5809W,240,170
5830E,240,170
13283S,120,320
13279S,120,320
13277S,120,320
13281S,120,320
"6061W,6059",120,320
C6040,120,320
C6036,120,320
C6054,120,320
6047W,120,320
C6060,120,320
C6070,120,320
C6058,120,320
C6048,120,320
C6066,120,320
C6046,120,320
6051W,120,320
C6068,120,320
C6052,120,320
C6062,120,320
C6038,120,320
C6064,120,320
C6056,120,320
C6042,120,320
C6050,120,320
6034E,120,320
6044E,120,320
6055W,120,320
2041S,30,540
2056N,30,540
2050N,30,540
"2061S,2059",30,540
2035S,30,540
2037S,30,540
2039S,30,540
2054N,30,540
"2057S,2055",30,540
2052N,30,540
13363W,120,320
13365W,120,320
13373W,120,320
13361W,120,320
13377W,120,320
13375W,120,320
13371W,120,320
13415W,120,320
13359W,120,320
13369W,120,320
13367W,120,320
3753S,60,550
3776N,60,550
3776N,60,550
3759S,60,550
3761S,60,550
3757S,60,550
3751S,60,550
3776N,60,550
3776N,60,550
3763S,60,550
3755S,60,550
12545S,120,320
12548N,120,320
12562N,120,320
12533S,120,320
12561S,120,320
12556N,120,320
12553S,120,320
12535S,120,320
12563S,120,320
12532N,120,320
12534N,120,320
12543S,120,320
12559S,120,320
12564N,120,320
12566N,120,320
12571S,120,320
12569S,120,320
12539S,120,320
12570N,120,320
12560N,120,320
12538N,120,320
12531S,120,320
12541S,120,320
12536N,120,320
12546N,120,320
12547S,120,320
12558N,120,320
12554N,120,320
12555S,120,320
12568N,120,320
12567S,120,320
12544N,120,320
12573S,120,320
12540N,120,320
12550N,120,320
12552N,120,320
12537S,120,320
12551S,120,320
12549S,120,320
12557S,120,320
12565S,120,320
12542N,120,320
2257W,60,550
2259W,60,550
2261W,60,550
1381W,60,550
2263W,60,550
1383W,60,550
1385W,60,550
1568N,30,540
1581S,30,540
1583S,30,540
1660N,30,540
1664N,30,540
1668N,30,540
1662N,30,540
1579S,30,540
2412N,60,550
2431S,60,550
2435S,60,550
2414N,60,550
2416N,60,550
2420N,60,550
2418N,60,550
2437S,60,550
2422N,60,550
2433S,60,550
9174N,660,80
9178N,660,80
9170N,660,80
9172N,660,80
9164N,660,80
9168N,660,80
9176N,660,80
9166N,660,80
C1058,60,550
C1074,60,550
C1062,60,550
C1068,60,550
C1064,60,550
C1070,60,550
C1060,60,550
C1072,60,550
C1066,60,550
3359S,120,550
3357S,120,550
7668N,60,320
7666N,60,320
7667S,60,320
7663S,60,320
7665S,60,320
20923,60,320
1890N,60,550
1892N,60,550
1895S,60,550
1894N,60,550
1897S,60,550
1902N,60,550
1898N,60,550
1899S,60,550
1896N,60,550
1900N,60,550
7093S,180,550
7081S,180,550
7097S,180,550
7091S,180,550
7085S,180,550
7095S,180,550
7086N,180,550
7096N,180,550
7079S,180,550
7101S,180,550
7078N,180,550
7083S,180,550
7082N,180,550
7099S,180,550
7090N,180,550
7087S,180,550
7088N,180,550
7098N,180,550
7084N,180,550
7089S,180,550
3976N,30,540
3983S,30,540
3961S,30,540
3958N,30,540
3959S,30,540
3980N,30,540
3947S,30,540
3957S,30,540
4006N,30,540
4002N,30,540
3978N,30,540
3964N,30,540
3951S,30,540
3979S,30,540
3969S,30,540
3977S,30,540
4008N,30,540
3949S,30,540
3962N,30,540
3956N,30,540
3955S,30,540
3986N,30,540
3945S,30,540
3981S,30,540
4000N,30,540
3975S,30,540
3984N,30,540
4004N,30,540
3968N,30,540
3960N,30,540
3953S,30,540
7637S,120,320
7617S,120,320
7624N,120,320
7630N,120,320
7636N,120,320
7645S,120,320
7626N,120,320
7623S,120,320
7640N,120,320
7629S,120,320
7638N,120,320
7651S,120,320
7619S,120,320
7644N,120,320
7625S,120,320
7628N,120,320
7649S,120,320
7622N,120,320
7634N,120,320
7632N,120,320
7643S,120,320
7621S,120,320
7641S,120,320
7642N,120,320
7633S,120,320
7639S,120,320
7631S,120,320
7620N,120,320
7627S,120,320
7647S,120,320
13268N,120,320
13270N,120,320
13264N,120,320
13276N,120,320
13274N,120,320
13266N,120,320
13272N,120,320
4373W,30,540
4371W,30,540
C624,120,550
C642,120,550
C636,120,550
623W,120,550
C638,120,550
602E,120,550
C596,120,550
625W,120,550
606E,120,550
C592,120,550
598E,120,550
C588,120,550
627W,120,550
C644,120,550
C600,120,550
C628,120,550
594E,120,550
C620,120,550
C632,120,550
C640,120,550
C616,120,550
9112N,120,320
9118N,120,320
9104N,120,320
9142N,120,320
9134N,120,320
9144N,120,320
9126N,120,320
9124N,120,320
9116N,120,320
9136N,120,320
9122N,120,320
9132N,120,320
9130N,120,320
9138N,120,320
9120N,120,320
9128N,120,320
9102N,120,320
9525S,180,200
9537S,180,200
9533S,180,200
9535S,180,200
9541S,180,200
9527S,180,200
9531S,180,200
9529S,180,200
9539S,180,200
13578E,60,320
13575W,60,320
13571W,60,320
13576E,60,320
13573W,60,320
13580E,60,320
13574E,60,320
2085S,30,540
2073S,30,540
2082N,30,540
2086N,30,540
2084N,30,540
2079S,30,540
2088N,30,540
2087S,30,540
2080N,30,540
2090N,30,540
2077S,30,540
13019S,30,320
13000N,30,320
13014N,30,320
13033S,30,320
13003S,30,320
13016Na,30,320
13021S,30,320
13029S,30,320
13009S,30,320
13016Nb,30,320
13005S,30,320
13016N,30,320
13007S,30,320
13031S,30,320
D5W,30,540
D1W,30,540
D3W,30,540
12397S,60,320
12386N,60,320
12414N,60,320
12394N,60,320
12388N,60,320
12406N,60,320
12385S,60,320
12391S,60,320
12396N,60,320
12387S,60,320
12380N,60,320
12418N,60,320
12392N,60,320
12390N,60,320
12383S,60,320
12420N,60,320
12399S,60,320
12410N,60,320
12422N,60,320
12382N,60,320
12402N,60,320
12389S,60,320
12398N,60,320
12404N,60,320
12408N,60,320
12384N,60,320
12393S,60,320
12381S,60,320
12412N,60,320
12400N,60,320
12395S,60,320
12416N,60,320
8893W,60,550
8889W,60,550
8891W,60,550
8885W,60,550
8895W,60,550
8897W,60,550
8901W,60,550
8999W,60,550
8887W,60,550
8905W,60,550
8883W,60,550
8903W,60,550
968E,30,540
961W,30,540
957W,30,540
959W,30,540
13614E,120,320
13626E,120,320
13624E,120,320
13625W,120,320
13614E,120,320
13616E,120,320
13618E,120,320
13617W,120,320
13621W,120,320
13622E,120,320
13623W,120,320
13619W,120,320
8125W,120,320
8121W,120,320
8123W,120,320
6721S,120,550
6719S,120,550
C6820,120,550
6865W,120,550
C580,120,550
C544,120,550
C13576,60,320
C13552,60,320
C13532,60,320
13228N,60,320
C13596,60,320
C13544,60,320
C13540,60,320
C13504,60,320
C13512,60,320
C13592,60,320
C13588,60,320
C13604,60,320
13233S,60,320
C13500,60,320
C13524,60,320
C13556,60,320
C13528,60,320
C13608,60,320
13227S,60,320
C13508,60,320
13232N,60,320
C13612,60,320
C13580,60,320
C13516,60,320
13234N,60,320
C13536,60,320
13231S,60,320
13229S,60,320
C13600,60,320
13225S,60,320
C13520,60,320
C13568,60,320
C13584,60,320
13238N,60,320
13235S,60,320
C13548,60,320
C13572,60,320
13236N,60,320
13230N,60,320
3940N,120,550
3926N,120,550
3914N,120,550
3932N,120,550
3924N,120,550
3916N,120,550
3918N,120,550
3922N,120,550
3934N,120,550
3938N,120,550
3930N,120,550
"3910N,3908",120,550
3942N,120,550
3944N,120,550
3936N,120,550
3920N,120,550
3912N,120,550
3928N,120,550
4473W,120,540
4481W,120,540
4474Ea,120,540
4486E,120,540
4475W,120,540
4467W,120,540
4479W,120,540
4476E,120,540
4478E,120,540
4484E,120,540
4470E,120,540
4483W,120,540
4472Ea,120,540
4471W,120,540
4474E,120,540
4482E,120,540
4485W,120,540
4472E,120,540
4480E,120,540
4469W,120,540
4477W,120,540
C7142,120,320
7141S,120,320
7125S,120,320
C7140,120,320
7133S,120,320
7139S,120,320
7119S,120,320
7138N,120,320
7122N,120,320
7131S,120,320
7144N,120,320
7135S,120,320
7146N,120,320
7129S,120,320
7123S,120,320
C7136,120,320
7120N,120,320
7127S,120,320
7121S,120,320
5331W,120,550
5347W,120,550
5351W,120,550
5349W,120,550
13654E,120,320
13647W,120,320
13664E,120,320
13662E,120,320
13646E,120,320
13659W,120,320
13658E,120,320
13652E,120,320
13656E,120,320
13653W,120,320
13660E,120,320
13649W,120,320
13643W,120,320
13655W,120,320
13650E,120,320
13645W,120,320
13648E,120,320
13651W,120,320
13661W,120,320
929W,30,540
928W,30,540
13358E,120,320
13360E,120,320
13356E,120,320
C5548,60,320
C5528,60,320
5590E,60,320
5582E,60,320
5534E,60,320
C5558,60,320
C5564,60,320
C5588,60,320
C5562,60,320
5556E,60,320
C5584,60,320
C5542,60,320
C5536,60,320
C5532,60,320
C5554,60,320
C5546,60,320
C5566,60,320
5594E,60,320
5570E,60,320
5538E,60,320
5592E,60,320
5526E,60,320
5530E,60,320
C5540,60,320
C5550,60,320
C5544,60,320
C5524,60,320
C5576,60,320
C5568,60,320
5574E,60,320
5560E,60,320
C5572,60,320
C5552,60,320
C5580,60,320
5578E,60,320
5586E,60,320
C4832,120,550
4823W,120,550
C4842,120,550
C4834,120,550
4827W,120,550
4831W,120,550
4825W,120,550
4835W,120,550
4841W,120,550
C4830,120,550
4833W,120,550
4829W,120,550
C4828,120,550
C7014,60,550
C7030,60,550
C7044,60,550
C7020,60,550
C7024,60,550
7033S,60,550
C7040,60,550
7035S,60,550
7029S,60,550
7013S,60,550
C7012,60,550
7017S,60,550
C7034,60,550
7041S,60,550
C7042,60,550
7039S,60,550
C7026,60,550
C7032,60,550
7027S,60,550
C7018,60,550
7025S,60,550
7019S,60,550
C7048,60,550
C7036,60,550
C7022,60,550
C7024A,60,550
7015S,60,550
7023S,60,550
C7016,60,550
7037S,60,550
7021S,60,550
C7046,60,550
C7038,60,550
C7028,60,550
1727S,60,550
1725S,60,550
1736N,60,550
1732N,60,550
1734N,60,550
1740N,60,550
1729S,60,550
